,cellid,smsout0,smsout1,smsout2,smsout3,smsout4,smsout5,smsout6,smsout7,smsout8,smsout9,smsout10,smsout11,smsout12,smsout13,smsout14,smsout15,smsout16,smsout17,smsout18,smsout19,smsout20,smsout21,smsout22,smsout23,hwr
10,3921,0.0009102538955089005,0.0005218020259856106,0.0003244995348716366,0.00025915226122706707,0.0002922868539721322,0.00027325755062759826,0.0006854366651624016,0.002553861156696899,0.0015746139398258073,0.0016270540780973237,0.002013185926231202,0.0017054326818943333,0.001958858182684825,0.002234254287194748,0.0023758953099989825,0.002319934983007504,0.003229305698885963,0.003188250904111682,0.003012655161177628,0.0023969918847476296,0.002692902192832458,0.002222049739128926,0.0020203392234669675,0.0008252066957024002,1
11,3922,0.00038493241981505446,0.00024563860400068834,0.00020316125619744053,0.00017263362717528103,0.0001797057026554879,0.0001737506136691481,0.0003484163545660968,0.0011637656827385757,0.0014645770741080252,0.0014112214506646465,0.0011983676529442337,0.0017651792283824817,0.0017717305033482468,0.0014989959720388788,0.001850602286332584,0.0011440858107554268,0.0032632733356926383,0.0029711774880657976,0.001833059812941304,0.002561483030621697,0.0016395289917668727,0.004830376074875928,0.0007181873518134801,0.0005741020593019624,1
12,3923,0.0005925180518682625,0.000236326125181725,0.0002503551557949699,0.00022247752161198153,0.00022401128092266488,0.00022277770360053307,0.0003172412180153063,0.0007010873569774917,0.0018404851330134113,0.0027622141626823596,0.0036489966372788016,0.0049316915752027094,0.0013937957271811757,0.003338779538620374,0.002572101741722152,0.0029716972918168516,0.0025916648909859855,0.0023185102708759434,0.0027995860523648973,0.0024362563424255965,0.0021197956321520432,0.0014718869176916973,0.0003099517755184215,0.000909090326331449,1
13,3924,0.0009202768239304091,0.00045214291614792813,0.00039467253706201546,0.00034432052763722234,0.0004468630909755165,0.0004074092947009415,0.0008383696593186469,0.002446286185046931,0.0020227336674272208,0.0016159304685885317,0.0020056278220061006,0.0019274445007031054,0.002339546989501813,0.0028722766573598623,0.0021439414778837195,0.002350603037986718,0.002799678891715811,0.003147165314685967,0.003314257684102611,0.00315993250999655,0.003676621705988301,0.002941140521030992,0.002701992927693604,0.0013086643715342686,2
14,3925,0.0008037356109065351,0.00041208437203027134,0.00028737226618001714,0.00025018761366262936,0.0003414541086626875,0.00030423085172182225,0.0007529337379147818,0.0025938701584000286,0.0016639234038217767,0.0014386074939218847,0.0020402358168469985,0.0018415707755863222,0.002218189618765843,0.0027617278515919335,0.002322805886211793,0.002428098902805789,0.002881567452805626,0.0031629191341793687,0.0034615474566849504,0.003130418319992436,0.003530257155846714,0.0029293094251982383,0.002983576658044741,0.0012841826906344546,2
15,3926,0.001143267120273016,0.0005076920604173841,0.0003831568911199238,0.0003202779307150372,0.0004909557293316588,0.0004373068138651139,0.0010542043549134773,0.002634913236320808,0.00269391178990511,0.002135139309753803,0.002530775874681974,0.0028471284011514293,0.0032186379869210795,0.003877700884608492,0.0029212326755701343,0.0027007746163273737,0.0031785246632866,0.0038684512163658343,0.004190448200455118,0.003634647594760495,0.004484613795627627,0.003593806923610087,0.0031780204895351,0.0015076249380553395,2
16,3927,0.002407742996168418,0.0010370901054887452,0.000744772104868967,0.0005501346839751985,0.0009477883566774202,0.0009299936544976035,0.001978694395758905,0.0033689445455452357,0.004222454959767354,0.003537266726715178,0.004232851124895462,0.005715946117532436,0.005460301529883105,0.006796832350801185,0.0052538267511277395,0.0035332721202304507,0.004267198589208906,0.0054299709049418195,0.005989486449925373,0.004936982170166341,0.006517446832578343,0.003820175556211657,0.0038361599492311325,0.001909681254655083,2
17,3928,0.0008555816782727661,0.0006324391423360459,0.00018913463727272833,0.00013764908580546687,0.0002287095458830511,0.00028764439920509377,0.0006746203284037239,0.0021239517882543327,0.00182646339062326,0.0016372429666964082,0.0022319562899571314,0.002413178922263435,0.0027750760822036354,0.003020098545301412,0.0031866502655345237,0.002404833922474344,0.002871596982092242,0.0032239651835378608,0.0029748896712240343,0.002688065268378758,0.0036025374694736772,0.002387733302195565,0.0025307145691039284,0.0012628888637555814,2
18,3929,0.0006114437391494854,0.00040111540100019194,0.00014478932654372878,0.0001486805345841312,0.0001790880181072002,0.00021008201062952197,0.0004647735211162113,0.0012078892461812023,0.0013658879790000612,0.0011710198691939817,0.001512481832967334,0.00177914521412229,0.0019953392404308493,0.0021430456587439944,0.002069962021096036,0.001542359612828744,0.0018214416037168966,0.0020875266871985486,0.0019105206592482681,0.00178138559742904,0.002388797735233027,0.0015165927975371318,0.0015588413364682962,0.0008569424377662392,2
19,3930,0.00022558413787392742,0.00010634901280856184,0.00010553903210051923,0.00019046196464494615,0.00012484415467204846,0.00010019239555716902,0.00020048712937345247,0.0004819083229611996,0.0006064154306117782,0.0004500880847002992,0.0005303956204573063,0.0005686000445321058,0.0007689031212436214,0.0008101384462946471,0.0005281946311082868,0.00061473217148985,0.0007820767196902792,0.0008237433251516472,0.0008962930140944815,0.0008954211263389911,0.0009161585010767273,0.000751430680917155,0.0007004631794371816,0.00041510266654768004,0
20,4028,0.0015924956308333903,0.0008458530989029794,0.0001866606329826028,0.0,0.0,0.00028587119995517095,0.0008502641818101623,0.002047898487764529,0.002411051168319651,0.0038682517251374775,0.002743470269631063,0.0016244741348226547,0.004533945113819432,0.0034714969850374836,0.004034589280058255,0.0035479895542403802,0.004526441307782558,0.009557796532540007,0.005721446054551803,0.005265766061660776,0.005756545225564321,0.004507604944539633,0.0018933111628559962,0.0026661115321911224,1
21,4029,0.0009291519329240658,0.0005650521000260318,0.0003358401254459977,0.0,0.0,0.00014886457830897546,0.0005809391735279823,0.0036090502832181286,0.003612907025580772,0.005467796365805324,0.004606248702160006,0.0027505269762492656,0.006458885486104634,0.0050354365600108145,0.004263647927202982,0.0050197288710296046,0.005263650773133488,0.007186168717093123,0.007266772639437087,0.008748026640459957,0.005553634193675487,0.005287541012202545,0.0031005315734325503,0.0028167391081744425,1
22,4030,0.00028111655864859004,0.00026006204138748673,0.00030767300509678715,0.0,2.8346914944416547e-09,1.3393810521161047e-05,0.0001164764762886645,0.004682735684517209,0.004260389033679294,0.006643136589466648,0.005770039762569501,0.0038301959855810966,0.007704226194732795,0.00562272190124599,0.0041909484493277875,0.005461546298996745,0.004989445147418971,0.0040394763051794305,0.007929853547740937,0.011070879330003685,0.004058391950372664,0.0036546611734559037,0.002027999769300736,0.0015251904254021341,0
23,4031,0.0006040264185171049,0.0001206242672632131,0.00019402178151027772,9.057965485812983e-05,2.4069243380661615e-05,0.00011638427751575524,0.0006105816119079085,0.002467741111618078,0.0035489427635612626,0.003571682270219559,0.0026304540530015384,0.004403529711188597,0.003951539037806435,0.004939001518576496,0.004150142356977218,0.006546131558184033,0.0051562341475551296,0.005092229009431519,0.004386322303738394,0.0039225922553707505,0.004505267654422483,0.0036710554189137465,0.0022379696102663863,0.001986886714398404,2
24,4032,0.001475264901082228,0.0006412391704833595,0.000169076681597417,0.00018142886457883826,2.6279398552707717e-05,0.0001639497489450425,0.001434938980176359,0.005791512096502056,0.006931064928840527,0.008046023020254697,0.008905889754948708,0.011046451256004916,0.010132250950903428,0.011019728910537761,0.009689228019120817,0.01224892897771911,0.011055877663919139,0.012536477124746277,0.011096722723572252,0.008747673534779662,0.008465569753408083,0.007492939698746315,0.005509605960335334,0.004489093438571592,2
25,4033,0.0015020855171259102,0.0006831545822864592,0.00045022676245362446,0.00010033010447839888,4.780711881637985e-05,0.00017738167801911535,0.00112486950681236,0.006298282252377711,0.0074365923911395475,0.008394518259948214,0.0067314417365421176,0.009366427626458609,0.008842029037738529,0.009462273112061827,0.00927598121858464,0.00985692821301458,0.009315717978176128,0.011309183794124107,0.0095852878197883,0.007676153915821455,0.008574783371645155,0.008715645810194426,0.006474982086371009,0.00547337592486815,2
26,4034,0.0019557153999560217,0.0009887802243977583,0.0006415847466059425,2.6642669926358267e-05,2.6754319701990787e-05,4.935968196080871e-05,0.0016947805299844549,0.01050598596927606,0.013873924085074173,0.014343550476758107,0.013719966910917576,0.021239324155577718,0.020843856143747112,0.024320960114635137,0.017621260536912896,0.016257049354511055,0.019796955596553836,0.01808935609911193,0.017557684532410918,0.016485241924604082,0.01803117199478574,0.014877798303744805,0.010300768372020147,0.010833654384267198,2
27,4035,0.0006335663192315567,0.0003575524013516538,9.242152490964407e-05,0.00011767499900308616,8.392945708747426e-05,0.00014689317096154884,0.001246322152770657,0.003518946380292197,0.004085864716581568,0.0032519826775845037,0.002925105866265578,0.0052229148382008156,0.003985319141121241,0.00495274720154773,0.003498434852109568,0.005163412809472486,0.0053579514106741645,0.009062100463005453,0.004720680339726598,0.0052825322231415325,0.006549173732222552,0.005421323611898693,0.0036667612321558355,0.0026816135670962057,2
28,4036,0.0010016466334785417,0.00043579288679417195,0.00022487853834321712,0.00015993460749102862,0.0001621705732877973,0.00023101928661182895,0.0009878317704383156,0.0029580405970984747,0.002826521726264919,0.0034746068942937587,0.00344939255799868,0.004823193603818021,0.002920713552593975,0.003709382054278627,0.003201447616256787,0.0033908772538620994,0.004794105651240483,0.006686369176040509,0.004275298579232936,0.0037768876522572092,0.004958878282048845,0.00395050364726836,0.0030632000266253945,0.0014513061783603893,2
29,4037,0.0007928051460724489,0.00024879127775614816,8.846041967931454e-05,6.463009244761771e-05,8.080693086849306e-05,9.727026923230066e-05,0.00045857107799587203,0.0023697350700783225,0.0016718959901581719,0.0016572001579408643,0.002327075255767051,0.0022347218356400206,0.0018567847464672086,0.002716357171939484,0.0025724848627891018,0.0026860367686728855,0.003758826461688091,0.0034583961593062807,0.0027428262860663528,0.0025678924911073653,0.0029631425422380333,0.002502037519894502,0.0022201510030479704,0.0007165437696532583,0
30,4038,0.001018647318296359,0.0006169599078688583,0.000419944440000418,0.0003342331211559756,0.00037792123727509733,0.0003596783003510777,0.0008648924926443686,0.003186687683095301,0.001605552181918673,0.0018440056600486931,0.0021264584875307245,0.0015543206325806774,0.0019162321496612711,0.0022310685970247206,0.0024403158378409973,0.0024748143025343215,0.0031777300544472515,0.003288045958318231,0.0035430892416748344,0.002829071771104638,0.0031986886560914853,0.0026047901144134167,0.002629601248292378,0.0009608532749962677,2
31,4039,0.0007837364359761788,0.00040701317685649046,0.00018486797037759928,0.00011366146969414508,0.00016676914051182168,0.00013881542564000025,0.0006889725269432318,0.0033523902258210483,0.0014116506726671435,0.001703397784018993,0.002037080673456492,0.001711175304432545,0.0020594397341714985,0.0024530324092550205,0.0027801009979055674,0.0025941853206784752,0.0033986994955500327,0.003881197503045969,0.004311425208506671,0.0034209927312623682,0.0033664713073168705,0.0032181139701294406,0.003087111020243472,0.0011268511426697002,1
32,4040,0.0007583758275412688,0.00037934329114019385,0.00034266478614505147,0.0002983605048751768,0.0003192761530713172,0.00029373842463270463,0.0005953708188912992,0.0013820337838092408,0.0019521474026162927,0.0019933709008528116,0.002464837519337273,0.0028727968927643585,0.002129976814084454,0.0026158686547660855,0.0021588805740545263,0.0022560691398847716,0.0027248702614888405,0.002889702307322063,0.002927600825940426,0.0024140816435088983,0.002324113873583706,0.0018962185169083307,0.001402209152936922,0.001054206301853294,1
33,4041,0.000844765392588647,0.0005682315333766705,0.0005349060458611643,0.0004672718209972277,0.0005046153730804595,0.0004643110626610641,0.000750173840426521,0.0016980446732923799,0.0020848069806219333,0.002276479159145147,0.0026361448592796097,0.0030562913952654,0.0018623551718532948,0.002496265854951699,0.002040247268656087,0.002409431921793937,0.0024702441963580443,0.0027904799561406604,0.003163623085529886,0.0024749769645520357,0.0026697973957735084,0.0020605384279773456,0.0014466098206654553,0.001126031199216193,2
34,4042,0.0007996260490453314,0.00043592836001387557,0.00042469033266913446,0.00037705448631345726,0.000477611727046259,0.00041847650961533505,0.0010870310605815452,0.001931550679869387,0.002649923860875136,0.002287164698885817,0.0018511289260807774,0.002092046283775014,0.002546240418285797,0.0029601320385100414,0.001971760067449604,0.002093259741465644,0.0023343513242947505,0.003302154292286156,0.003432523125335999,0.0026536661834728726,0.0036582991749189767,0.003354611134666234,0.002468712909664437,0.001194626870595607,2
35,4043,0.0005439098482974695,0.00035372380887992947,0.0003492209559149222,0.00029914370042151287,0.0003482557843955451,0.00034225804996007613,0.001197982806266809,0.00151778107246703,0.0018424265695945311,0.0023404500396622206,0.0013760629622305046,0.0015359601285871074,0.0015485519663440061,0.0024400722326852822,0.0016739701920570524,0.0015299555500269185,0.0016129064947540768,0.0024753340852023964,0.002546894617850983,0.001575649224026436,0.002440523915222538,0.0024699958045027574,0.0018253441628901057,0.0006299892056687742,2
36,4044,0.0012214626469851844,0.0005634704289106821,0.0004751670428273593,0.0003639399539161271,0.0005339996766253837,0.0005393936146279208,0.0015132442726110693,0.0023492469791315056,0.002513520831206116,0.0028864709714130337,0.0025258778119146255,0.003151296214763955,0.0028520709570831935,0.004000868371024485,0.0030533985194065552,0.0024426514973961196,0.002521045797404002,0.0035917761368997885,0.00391979701280658,0.002780405430658146,0.004157496531059718,0.0028154590884866704,0.002792453596777785,0.001002233759559147,2
37,4045,0.0017919448633697478,0.0006075098518880279,0.0004570881757111319,0.00029958600942358736,0.0006124275987657413,0.0006025858190843858,0.0014506611453545045,0.0029231621298157207,0.0031188267646226468,0.00272724620574345,0.0035290397380775204,0.004557877140478756,0.004213572859791419,0.005554643343381863,0.004316624124591992,0.0030252453048563773,0.003601241126479204,0.004246327017280365,0.004659801994390032,0.00417317852187732,0.005349304088815692,0.003325678006079717,0.00327909196998911,0.0015229385257492982,2
38,4046,0.00029103263839033245,0.00016822008737831139,0.0002134644652191502,0.00013542779561176625,0.00016237024652911367,0.00013082269834505767,0.00037168818053689366,0.0012737465671881117,0.0011734255170451015,0.000958078955985753,0.0018445408613864045,0.0013923187210378584,0.0019628127961649226,0.0017046536859692217,0.001974975993633996,0.0018390812115161186,0.0024398085916804563,0.002120049248884049,0.0022142442724293132,0.0023063156206882306,0.0026796731152431094,0.0021746270254924954,0.0025229436017606723,0.0012174927718644035,2
39,4047,0.00046061990001276625,0.00026000318234563926,0.000246692256324961,0.000229009883535353,0.00027205506911723147,0.00022926497578918233,0.0004934932533674221,0.0016726166527968747,0.0014403736877287476,0.0009176912726498218,0.0017238900690900712,0.0013170714468956988,0.002080266606175334,0.0022134888720398605,0.0020706958856780266,0.0019590943419878523,0.00280192184893017,0.0024783924528235996,0.0027025338296515033,0.002914823141724725,0.0033557266830078953,0.002619595753274964,0.002938462225701862,0.0013098679232184415,2
40,4145,0.0006900962631915893,0.00031867379348309813,6.557787171715511e-05,0.0,1.4730164912147882e-05,0.0001119939120444833,0.00038434756465332626,0.0016969527215466235,0.0017843970981698608,0.003179581790172314,0.0024402799651138648,0.0013772780918315187,0.0023489153041289417,0.0029195763803279173,0.0021680449650071042,0.002607735136708174,0.002667195829373216,0.003817634112746487,0.0034679872023140957,0.003929866142719229,0.0032558099161460793,0.0025617603032358728,0.001322289217155988,0.0013576481796288842,1
41,4146,0.00020533615210702565,0.00018928200720086345,0.0001258121735630392,0.0,0.0,2.7547339424599368e-05,0.00018604739193706532,0.002651178938705054,0.0021568732838788333,0.0033640618087044066,0.002875937100976912,0.0018989900628824143,0.0034907082568723263,0.0031297092487379105,0.002070545380261831,0.0028062609155104262,0.0030635317013301896,0.0021691138695622957,0.004182559391696101,0.005760849206409559,0.002222320492947892,0.0018175451796910598,0.0010288228417510768,0.0010026123347857223,0
42,4147,0.00029950582584037117,0.00024159392445446964,0.0001932834511379643,0.0,0.0,1.9038407646361213e-05,0.00041641093360200926,0.003434175152948588,0.004199657898959974,0.004574914880070789,0.00565898305299806,0.004127363850862849,0.006889939230010434,0.004761086263429299,0.003924962524819434,0.004731563506418429,0.005381159389470984,0.004183569629819623,0.006819212015374535,0.008790977514770966,0.004660075526173694,0.0040465292959683975,0.0031726824419183743,0.0020053152241653978,2
43,4148,0.002375059489558487,0.0018532088458538853,0.001881226311824949,0.0016825067517612943,0.0016520505560452447,0.0011876978556143029,0.0006285714817828095,0.0035401209711116823,0.0071995307091408806,0.007916889264606574,0.008540096964875623,0.010977884235139486,0.013126254733711647,0.011230646774301481,0.009070588650833244,0.010313034913719203,0.008784395589838356,0.010590891313702742,0.009477214320059707,0.007386640364239511,0.008358295919252903,0.006075222859092757,0.003966812570230372,0.002766674964780893,1
44,4149,0.001729905015922989,0.003034527781100182,0.0008228584574724239,0.0001201267677388132,7.611168343203372e-05,9.23425974205876e-05,0.0015769557458709675,0.009397658862317157,0.009849387437564002,0.012245127836757767,0.01638705776537698,0.01807882592810942,0.015817153261020088,0.016591485960109727,0.01290531215430744,0.014475346815633956,0.01979587969073829,0.019308126881221598,0.02292023453260382,0.017263104241321534,0.026194344911906305,0.011547412951394411,0.010455820647717157,0.010305577818117827,2
45,4150,0.0017444573308311299,0.0012788330357157893,0.0007001127561616992,0.00012991315059507772,4.1795282899837476e-05,8.360617451523753e-05,0.001862159678315261,0.009556873525867144,0.010843896269704948,0.014058910839343134,0.011313363337731286,0.01639907181462817,0.0156055263315781,0.01545527372114478,0.013632129632826773,0.013577726144548552,0.013028193585866413,0.01862200750892678,0.017137490951303572,0.01183539737833236,0.011940922485913977,0.011396755974269285,0.009764004890896726,0.007322112091927531,2
46,4151,0.0022418786071678218,0.0006565101598452767,0.0001297493264883219,4.294737470394683e-05,3.749244906285798e-05,5.576596458164745e-05,0.002262533343457834,0.008942671994279349,0.009414642717037404,0.01128733017937718,0.014335957419866189,0.014344726746723633,0.01587065514456672,0.01688461327673333,0.011993472673885293,0.014728497927587772,0.012025596035251206,0.017706223732373256,0.014825794576678434,0.01279901846266883,0.010156632793575556,0.011016106227154451,0.009326107468371063,0.005862431018041731,2
47,4152,0.000805673263749843,0.0005320059997035884,0.0001930874556787504,0.0001460589526266065,0.0003459230946394599,0.0002465005662623219,0.0011198014987433653,0.0030852365637473503,0.0036131467990338593,0.004165192996897704,0.003820965472809459,0.005891143357688399,0.004240378663428385,0.004345219903727573,0.003632568472142004,0.0039764766724281995,0.005715143040045249,0.008441325476900487,0.005223946024140494,0.004512924077311821,0.006090218136842179,0.00405200396258092,0.004106498359365173,0.002325571952788774,2
48,4153,0.0013448423672804246,0.0009052402938077797,0.0002307065575767903,0.0001538864294277252,0.0008280869555806628,0.0002886345388144367,0.0012040982934847413,0.005409046445115213,0.0043841862529987695,0.005104776747633087,0.005499892546988909,0.007987636957311762,0.0066030747130545586,0.005653531526006842,0.005638225303286768,0.005598684441131979,0.007509880896259358,0.010154184782173259,0.007718531663074715,0.0065418952294149565,0.007884236289559468,0.004838900227319697,0.006595418279037281,0.00460181081124244,2
49,4154,0.0011656304022853693,0.0007976666468869604,0.0004162502301538632,0.0002983292689215424,0.00037895907153867033,0.0003412178763872618,0.0010845717439408476,0.005267323018340047,0.0013463779303294781,0.0019462392911670744,0.0024128208868083837,0.001450535248275627,0.0017752803743284061,0.0023393981771770538,0.0032782991350819805,0.0029259292493069274,0.0038259500787303034,0.004039388613172739,0.004726068600162082,0.0036268981660358027,0.003942120026317397,0.0038811720149013883,0.003743737250707689,0.001122929815808436,0
50,4155,0.0010107956662059778,0.0006331948415621842,0.0002550105196434067,0.000158723500836986,0.000234292831009998,0.00019271760955642318,0.0008371158088574029,0.004598474493751775,0.0011493919670306867,0.0016758211221529484,0.0021961029334657883,0.001371729594864516,0.0016651401720156331,0.002133022522823426,0.0030678844199389117,0.0026143393212157357,0.0034555180984740656,0.0035348225848649975,0.004265538059816454,0.003259118175804067,0.0035126216850075885,0.0033946992666533844,0.0032141014746804074,0.0009038387244288704,1
51,4156,0.000903139483568669,0.0002690608438348838,0.000219296320313934,0.00018731389382439036,0.0002586228366917956,0.0002144535970819468,0.0006149622658850849,0.003042852260540135,0.002570409969946599,0.002191569694878485,0.0024004220038217044,0.0020008897146424087,0.0031335959086863647,0.00302588278302849,0.0023607537565510503,0.0030173426251723567,0.00302501231196658,0.003737547067885237,0.004075495486705017,0.0036408812202108586,0.004517801290958988,0.003914680341844041,0.0033771999636902452,0.0015791298675387293,2
52,4157,0.0012783569504667437,0.00034140017341893796,0.00022234606406743205,0.000170045566126974,0.00032124729929210334,0.0002923065956815814,0.0008359898159421295,0.002692025699026282,0.003249278504786311,0.002583708029242457,0.0032509696866913195,0.0037135766167537927,0.004242585409792049,0.004318719918937515,0.00337943513540442,0.002978379163126589,0.003463158812336158,0.004218971098961771,0.004197036848195949,0.003744485717277976,0.004654023481725191,0.0038282788767066145,0.00303779014532492,0.0016643581433622326,1
53,4158,0.0008066727100065273,0.0004063854397999349,0.00038378794894770467,0.00034717584282218755,0.0003753006731012675,0.00035646226717961994,0.0007851710864362257,0.001629283056730128,0.002632702403617095,0.002614126925734771,0.0027648946373826128,0.0033115359833129614,0.0026022870421448466,0.0029950738569149565,0.002290110775243983,0.002629789786580863,0.0027640997482897113,0.0033633261661459783,0.0033306386548253375,0.0026087839448968248,0.003045082435357262,0.0027729332533067193,0.0018878114547371528,0.001262721418374235,0
54,4159,0.0010309394236047518,0.0010162908079290787,0.0010975940725634049,0.0009756391756119155,0.0009756391756119155,0.0009756391756119155,0.0020252442011060826,0.002223390945551401,0.002679473522474057,0.0032744163152526227,0.0019224666956835347,0.0017343121590810049,0.001909134076376109,0.002468221352721094,0.0016361011881701156,0.002077116042636901,0.0024846871613453253,0.003692784373476185,0.0033653481268654047,0.0019026564249361015,0.0028050262988590906,0.0028135953529567236,0.002570696157901437,0.001177990145492504,0
55,4160,0.0006313594097045287,0.0004918441927872699,0.0005311917282102516,0.00047217042507577926,0.00047217042507577926,0.000475309178821273,0.001553509125653069,0.0020391832789895975,0.0023263198945001496,0.0031961192510283794,0.001963240454005638,0.0018836506830560923,0.0020027016048022885,0.0026729157315788735,0.001907764657791248,0.0020755088815106763,0.0020440492350569262,0.0032951673658374266,0.003240140627037682,0.0016506590822632913,0.002722205604207247,0.003126567230049023,0.0025760189726632666,0.0009083766016582132,1
56,4161,0.000874157454869061,0.0003857420625302396,0.00041660142753265886,0.00037031238002903003,0.00037031238002903,0.00041141692609729695,0.001768765547823993,0.0032440839651701786,0.003513751637409726,0.0044410750399323995,0.003404461311811713,0.003003251211635248,0.0035080455087220857,0.004123581763420057,0.0029492627651093585,0.0025248574352990326,0.002737633054268254,0.004166364409234445,0.003490098560009047,0.0020876364338603772,0.0034724724879259166,0.004817773613130944,0.0028127866602932587,0.0012264538527296987,1
57,4162,0.00048058175852097785,0.00017369218216366623,8.874648778652681e-06,2.320875816763523e-05,7.224727147496565e-06,6.791581093868995e-05,0.0003137172091468005,0.001929747425402502,0.0019982577293410323,0.0018033796290351611,0.002387582980799249,0.0020942632963398193,0.004893408758120916,0.002406805721887373,0.0027044797614446227,0.0015487953336265562,0.0022907821342146983,0.002365642044789605,0.002171089561043002,0.0018970129874178799,0.002189361381228073,0.0021200136906315164,0.0022757938830335164,0.0009931762226608881,1
