,cellid,callin0,callin1,callin2,callin3,callin4,callin5,callin6,callin7,callin8,callin9,callin10,callin11,callin12,callin13,callin14,callin15,callin16,callin17,callin18,callin19,callin20,callin21,callin22,callin23,hw
10,4273,0.0005509938061124012,0.0008524251947005903,0.0001239590320777364,0.0010128649922653682,0.014353039310835947,0.024315345388787355,0.03193770729618243,0.0305971640483185,0.03166013407254003,0.035893510003861734,0.025715680199675506,0.019037346143643934,0.012477646392734064,0.013321957422762903,0.011596825691709748,0.011304803903327929,0.011985986909070129,0.010586492117207106,0.011901527538611338,0.010844032991143223,0.01030361845340721,0.005999746477764469,0.002256923470294672,0.00179797107811206,0
11,4274,5.604779578775352e-05,0.0012571014173740883,0.0003270460629523506,0.0016108531622773664,0.022587043050086335,0.03968640054767715,0.05134281169726859,0.045734219329222205,0.043837584414569176,0.046619150011383934,0.029839368948222863,0.01640965317449978,0.010278264778914002,0.006034772693778336,0.004660108516874296,0.004886802160608133,0.003879960496416808,0.004187694653733086,0.004103546300790707,0.0027246012801983416,0.0016802291433590634,0.0020776750396493938,0.00037839777400791477,0.0001906418712462699,0
12,4275,0.0006703719947647448,0.0019489950668102824,0.0005565203845149985,0.0010743739760445301,0.012672843970062232,0.023236906758316536,0.030703854999736626,0.029667130199453107,0.03411504644487454,0.03828987075356846,0.03043628524590027,0.02169134865549707,0.016182061626404478,0.015473455334826722,0.013671652926992009,0.015904526479016568,0.016418765629154102,0.016040037711411475,0.017351615336991404,0.013903854370525963,0.007636113943032218,0.006239590431616928,0.0034802506520490474,0.002625791302472608,0
13,4276,0.0024690052780212543,0.0016404436371242812,0.0015000581785558046,0.002015160865505335,0.0023625573186290623,0.00900321064710987,0.014423174882031771,0.015729736905233695,0.036681319608912966,0.04728916388584079,0.051538645869283556,0.05273553082032979,0.03758995454935162,0.040778032470472146,0.03655567075069017,0.03608868367424018,0.04374624476433781,0.04192830593344318,0.05059277565135694,0.04303559081375842,0.026951501742833624,0.01951282022979404,0.012806186195228036,0.008986809273991064,1
14,4277,0.0025097701232242226,0.000836590041074741,0.0019209552575721407,0.0032497175647186387,0.002972714612240557,0.011109345877224775,0.01764358996735797,0.01748349812310158,0.04063542251820619,0.05194480976413873,0.05773014714436346,0.059940442707601294,0.04171303156515647,0.04493190574702802,0.03872856709280357,0.03687781724945461,0.04624715571508028,0.044544747855875366,0.054451201802589395,0.04630957684703996,0.03167233546646792,0.021907467334350818,0.0142596302506648,0.009343488773343801,1
15,4278,0.0024427075998417103,0.0008299078119548473,0.001875990854325195,0.0032090411544782016,0.0028920968461064846,0.010830213528228718,0.017170746384043745,0.017175472372048573,0.039952821851383706,0.050941583535077384,0.05677676081477548,0.05873088639447243,0.041157054090381985,0.0441372325526596,0.03813563000714996,0.03643507738627328,0.04578343423112198,0.04427411360183066,0.053740746450912674,0.04570487515572085,0.03145314818502142,0.021610486296985965,0.013997698706592265,0.009100042826525283,1
16,4279,0.002628756311842748,0.0021599606685757254,0.0009002622271163751,0.0011726941880353284,0.0020680363013411735,0.006983103396703481,0.010278411113321015,0.015998286282786107,0.039475953707336704,0.05576866090972746,0.06002993047213626,0.06058114593580232,0.05283423701270245,0.05477787696754115,0.04744737319275953,0.0508065298851704,0.059257543632470044,0.06520657897802262,0.0688089440035184,0.0501713544102907,0.03694885432023531,0.023955398693530344,0.014088447573245039,0.012268194081730053,1
17,4280,0.0030604226412203855,0.003827335368773853,0.0010747398628432284,0.00032742958288372123,0.0013579407646424288,0.002669232300941507,0.003359413865749348,0.014573072915520718,0.031794936163710576,0.046542725372717315,0.05163937130036238,0.04956760930805752,0.04672565167994482,0.0500707100438607,0.037717154955043894,0.047058871224148736,0.055795952446416754,0.06599407513914769,0.0725612207838413,0.055576129407146395,0.041108302061072896,0.025735469099417478,0.013292330295815174,0.010411442155729818,1
18,4281,0.002705527825555477,0.003273347610730802,0.0009350964774857281,0.0005624814906241423,0.000966930616003242,0.0012167400029389184,0.0031445732194828294,0.01451792560456761,0.03338672935947895,0.04675990607007917,0.05071639933786959,0.0485546956100149,0.04737295524025539,0.046723071918887735,0.03599287515107206,0.047789411831307,0.05600095196984561,0.06682401022753724,0.07595041033943274,0.0647302891196596,0.044181213185510305,0.02367061195180781,0.01146889636644423,0.008743511488915109,1
19,4282,0.0018698329275410974,0.0013474077570166858,0.0009994167029832156,0.001335475648190615,0.0006708383410004197,0.0010532017432111523,0.005566657085985157,0.013299337473752428,0.03400105901175528,0.039467407754306245,0.04280160015253436,0.042484878829250644,0.0404469225969857,0.03480936490673884,0.030530488813756085,0.04138789115194474,0.050983426085549156,0.05656663409691354,0.07354380541134761,0.06890180730995682,0.039687956116927756,0.013259768252106676,0.008111544238854499,0.003765523533498934,0
20,4363,0.02408892575746981,0.0046441134070498696,0.0024897372954345133,0.0009974148881701987,0.0008976542185156354,0.0025030966678514567,0.006250287041284651,0.02690671290213467,0.12084700058772324,0.1750427086642222,0.2014101188035008,0.19160342121917454,0.20797508348240035,0.17928985965452598,0.17037045429226386,0.1683676867541381,0.16877790353052785,0.18486988764249632,0.20237278190032726,0.1804275916408733,0.14187715701543185,0.10545570771766853,0.07659648180955686,0.04091145813735813,1
21,4364,0.013332562639909408,0.005313438253596963,0.0035488114032739145,0.0008169713151113414,0.002161202476311202,0.003230233044653303,0.00315798007164142,0.02295474845212802,0.10583931862524872,0.17366233709821352,0.20169077471218427,0.21263584759405021,0.20086092819952728,0.15760695888536005,0.14702200587621816,0.14188189020337266,0.15613623265164814,0.17899474542194854,0.1637979972686543,0.14538583943860472,0.10352147371387528,0.06904905820256639,0.04758590456000815,0.0305993424078297,1
22,4365,0.009117194558375341,0.0025693120694605257,0.0005114656334295813,0.0030433549817550725,0.0010254629338790672,0.003140482495139381,0.0043733060175881015,0.02836594222300262,0.09527884477956458,0.16687112915451366,0.1929611204496929,0.2271141649718085,0.208715107809304,0.1360772229365684,0.13838059843077521,0.15845612241980145,0.16514315591362408,0.17793948854511518,0.16037838015183387,0.15073405500937842,0.09110440258733343,0.06380507535984876,0.03433595058765141,0.01951129850785326,1
23,4366,0.019787078406613687,0.004534671566856064,1.0458942277193494e-05,0.006376269328441281,0.0007348944098731106,0.003915153424918444,0.01020345925237808,0.05147048601045317,0.19168305491639395,0.34427290418956225,0.4063246728099621,0.45306979064886754,0.4460482358698099,0.26418265820235787,0.2705633364772005,0.31777051240884285,0.346738170312456,0.34631276558524726,0.3148528077018889,0.30963392866109674,0.19048190532657724,0.12913403701207904,0.07352067581893083,0.03636967609666558,1
24,4367,0.00509752486158791,0.0035434255827190126,0.00036957051685005223,0.0005328467826507244,0.0006547117813361685,0.0005732795135726343,0.004372318208817665,0.017228450332440536,0.04803767146441045,0.1518762133697051,0.16929677129307816,0.2341880715858321,0.18584836394538845,0.16765056153777544,0.16440829473572433,0.130958015952784,0.19555535267265206,0.21985295426281365,0.18963113895882108,0.18207620363555832,0.11592911487421596,0.027834463883676993,0.00949245360500714,0.008098161084617693,1
25,4368,0.007191112988262672,0.0012402429858436642,0.003007811565743425,0.0006138714551240068,0.0006151441745981727,0.001766336696369253,0.002565141062802108,0.013304582333928425,0.0574954056713243,0.0767356093676974,0.1087379145236499,0.09839186197217334,0.09854705205952345,0.08282330619163489,0.07044773004183057,0.073745549557347,0.0929446295574411,0.10008450320714286,0.08015991103927961,0.10015978973524635,0.05687993194120033,0.03568937090982188,0.01563357814389267,0.011037522734259153,1
26,4369,0.009339118915268356,0.002018437728265542,0.0026556941281561486,0.0015856806077292217,0.0025341048155678365,0.0020184377282655426,0.004328703591567924,0.023561063143930996,0.06413573708090058,0.09541404867025606,0.1170119922939682,0.10740726059123717,0.098016093058113,0.07927533501148258,0.06530553910475563,0.06998823441722991,0.08476420777944971,0.08187862439082798,0.09069716223615085,0.08893235935700985,0.06560309755508195,0.03912521571972353,0.021825840484167407,0.015034390070958489,1
27,4370,0.005608585628509029,0.0013384267499495185,0.0012213515885694801,0.0011521404030370207,0.003905799602745017,0.0017422100803142885,0.0051908355333600414,0.02396619809477046,0.04359407540362688,0.0758226512159527,0.07924658934032601,0.08416676153814903,0.06337416056002466,0.054862274842462165,0.05732976535087629,0.05476663373071969,0.06650138806686985,0.05965816390936772,0.07556812683192227,0.06498479195026462,0.05890523149114451,0.029127210037445124,0.01497953510229852,0.012830937516357157,1
28,4371,0.004278536579695555,0.0011367673716491922,0.0004206487372754261,0.00021032436863771306,0.0020371488578154987,0.0025151615426396677,0.0018754575557136384,0.012294891949299051,0.019908804690811355,0.027394279994741876,0.03285310722495758,0.03762362828434859,0.03160266839677741,0.03671160828834266,0.033761112749035024,0.035635957083783705,0.04403644872873784,0.043614442423339006,0.04633702070578966,0.040966960097382585,0.03282463170142247,0.019903694903146453,0.008311956392895333,0.007389747704196801,1
29,4372,0.005598585696281383,0.0017097080170345716,0.0005949491997209926,0.0004294549266180326,0.0029771646001619774,0.006040823288167508,0.005828366001003865,0.018170417614032312,0.02558179031567167,0.031237281539456384,0.03968721061122504,0.044814537554105,0.03922885490344568,0.04223701722559179,0.03992920711843107,0.04270593794259992,0.053293594984013475,0.054926564162345065,0.056767205584176236,0.049020132217653015,0.033639584632831475,0.02395183632130066,0.009059240589437795,0.008464139171885614,1
30,4373,4.7946829712966055e-05,0.001216100536685949,0.0002698016090713101,0.001658613391761909,0.02320145375596077,0.04074470655060631,0.05277422291866087,0.046886590475335,0.044208444411973184,0.04653347198128818,0.02934971090159603,0.015889810161596983,0.009803619436596267,0.005298418776949433,0.003972417511196203,0.0038337598076518915,0.002826357329937252,0.003053968062721799,0.0030158141461426365,0.001711906406103438,0.0013605016569989822,0.001736167035429972,7.180395857060161e-05,0.00010318064399804423,0
31,4374,0.0,0.0012061013830837076,0.000250152743181196,0.0016885419363171909,0.02327326862054509,0.04095380854608286,0.05323817772040777,0.04718087340529587,0.04413433447492278,0.04616235382006571,0.029089352659040252,0.015723980312910467,0.009657743531234114,0.004842270465463739,0.0036183041492511225,0.0034128137388921994,0.0024122027661674147,0.0026623555093486105,0.002430067699296324,0.0012061013830837076,0.0009648811064669662,0.0014651865928293584,0.0,0.0,0
32,4375,0.00019944184317304003,0.0015193855625384597,0.0002546523600681923,0.0016874356012969653,0.02208809117064926,0.0396233638606023,0.0517089495463564,0.046482526320514785,0.0439581185358615,0.04540182708583147,0.02944458335883344,0.017884608098160976,0.011474744038242122,0.00699171682140745,0.006111976983067655,0.005691527042072077,0.004850440975602364,0.004703287030072027,0.004455769747343116,0.0023849996050628137,0.002093309449246471,0.0020143677599680694,0.0003899780523492893,0.0007989408587997045,0
33,4376,0.00218178374538362,0.001650851301800669,0.0016677811344421487,0.0016838309513308811,0.007534233962459739,0.019225353006153353,0.026341026924402895,0.026007772875331143,0.044499621361941646,0.05475639015953553,0.053735584971053685,0.05310691836087627,0.03875448321925445,0.04022692449152274,0.039369451215998566,0.034332976224138924,0.03917879815096419,0.03989838871529664,0.045684521695682725,0.034421501895522975,0.023180578223502203,0.017035273108814628,0.01075951028085513,0.008380977507254235,0
34,4377,0.0024116685903052843,0.001220913795193816,0.001933662083415566,0.0021187217910581453,0.002972714612240557,0.012032921782541218,0.017582069123751168,0.0176453730757499,0.04232062984503007,0.0545560146333241,0.058172344287188045,0.060454734938224196,0.04442466007454405,0.04661633075478675,0.043823853724226834,0.040015517679113044,0.046986692351849386,0.04747697655684262,0.05558734528680971,0.04232421796280521,0.02955202246182892,0.021099324236083485,0.01358100189778891,0.009754531760487939,0
35,4378,0.002130725355721239,0.0009691634359996766,0.001368679254731958,0.0020698208752561544,0.002972714612240557,0.011543055325167913,0.01797625111363744,0.0171848141457362,0.043265471135698556,0.064892329942242,0.07257455645547707,0.07562773379840268,0.055394021815915864,0.05650150754128007,0.0513733647783706,0.048947488256300194,0.060768196078918396,0.05998960553486222,0.060308814846016495,0.04762703974453971,0.03242747996699404,0.021239027316966936,0.013949521272893837,0.009532712381746215,0
36,4379,0.003171160801665487,0.0014262147993855862,0.000588899491617817,0.0016212307519622357,0.0029939439167875094,0.011590615851532208,0.016590570011205116,0.02078803743946948,0.05906850637201243,0.0932254284992191,0.0940273168675638,0.09866538967081658,0.08769928047810233,0.09174335984598486,0.08316469817206724,0.08399626037238322,0.09361994560894787,0.09930536687975723,0.09158359805609695,0.056810096076081534,0.0447671147528123,0.02897459926264951,0.01785893891248533,0.023646267069989544,1
37,4380,0.0034439535558364307,0.002773963197011956,0.0006377552124865322,0.0007164037927619142,0.0017123609016294037,0.004828373225470854,0.005791239670772355,0.015744358409575283,0.04251624124554691,0.06843742366554673,0.0693639422726416,0.07288837481827118,0.06868950002292855,0.07289653671864502,0.0649708929548445,0.06827499932293152,0.07370849761201922,0.08098223584029132,0.08065465161684301,0.051532904106792024,0.03972775500156054,0.02453892855072886,0.014277215452287512,0.017863784501287762,1
38,4381,0.0030535595790735326,0.0026441047589699208,0.0010963068843050242,0.001005015174271567,0.0012979420880455436,0.0011728604645588813,0.0031294682087892062,0.013179788949297026,0.031539936916872915,0.043732326266686834,0.0487598782688863,0.04969546763597923,0.046944255242925975,0.04535748618308604,0.039323949869871776,0.04594958418709552,0.052731504992756965,0.05868227484346174,0.07232643900156224,0.05778134752292389,0.03785924879201969,0.017548853665120996,0.009976513212221932,0.007087368099097088,1
39,4382,0.002591170449976022,0.001206650755175817,0.00126077872654937,0.0017779420612007483,0.0011395567777396573,0.0006267463866609633,0.005382163317953948,0.013079298725782479,0.03227107414146806,0.03778692936484005,0.04356174352752539,0.043578505440335674,0.04120181368943971,0.03465778598159295,0.03197265691095567,0.03893332260698262,0.048574344290395206,0.05163179911592247,0.072344297109562,0.06657106543945698,0.0379725565312643,0.011546254776140099,0.00739521094656631,0.003262107430297878,0
40,4463,0.019297247158707495,0.0025027170205915435,0.0016396012458175992,0.0009073162817847454,0.0008985639031646961,0.0022069067865983973,0.004007066075357609,0.02163524459895703,0.08904910206071348,0.12661501728534022,0.1399101140989039,0.13585189086018973,0.14447293419651897,0.14128607084249656,0.12891010109663387,0.12803533625995928,0.12413555964391919,0.13391015911192594,0.15824648907585478,0.1340939310172681,0.1076674187178356,0.08246668876975435,0.059274137387236144,0.030354956087618453,1
41,4464,0.008155709863287406,0.003775096291554032,0.15141763625264662,0.01956745919967364,0.00805287092391357,0.012354087022252783,0.004507413986054336,0.03471297833137026,0.08949015639801297,0.15592888015538922,0.18190454006881063,0.2045505307295464,0.2027756168077437,0.17103586715411095,0.15675901295955158,0.1859581312688137,0.21179700506747967,0.18554154537650677,0.14892547470555392,0.18955866303176144,0.108542520196412,0.08460437168681006,0.04788552520502579,0.03436006660672271,1
42,4465,0.005901150804014624,0.0012745475873693875,0.0009276026155277303,0.0021080353285683933,0.0008569209477416436,0.0015357752441866332,0.0017580780550376343,0.013452994679556319,0.03873276529715262,0.07266580974932403,0.08537061113263177,0.09055738723232282,0.09702060566151131,0.06479157527064854,0.06521009751708617,0.07651803194301783,0.0793940160044282,0.07964609670504345,0.07235771061230299,0.0668579901514349,0.04759082850405173,0.029430993260572927,0.019816120221359687,0.009671991193105075,1
43,4466,0.005632072960845012,0.001468683281508927,0.00016602441812404813,0.0013800109334443692,0.0010253056080489265,0.0005625704262204846,0.002032281183411206,0.011244469631025976,0.04134293057529347,0.07678731827379931,0.09154670627457014,0.10143620248749252,0.09703878675680305,0.062214592097892756,0.06558954270042125,0.070940081219661,0.0746436339386804,0.07888693607951092,0.07354667366751848,0.06836253151471873,0.04488823545236666,0.02861999733440922,0.018900623991259878,0.00871777946173122,1
44,4467,0.0038904178690954156,0.0014616387658536504,0.0018130477865650133,0.00020524377222558383,0.00022047503444483122,0.0009065238932825067,0.003353767958095291,0.012809491553434704,0.042011398392678236,0.06211311901615167,0.08738331104518192,0.0862438868228359,0.07866209160428309,0.0640468279287403,0.07623313674125867,0.0698095369362454,0.08853929841404726,0.09377983256066613,0.07355070536118481,0.08763415454870575,0.046653073759042894,0.028730029201782362,0.009506646087663303,0.008818293617739868,1
45,4468,0.0026472787448557655,1.4179250636362e-05,0.002612260447382418,0.00013877910336766285,0.00013877910336766285,0.0019276098993479744,0.00578755611492271,0.02002082816246782,0.05323887956900904,0.07467665354900636,0.1058759427063532,0.10168276031772089,0.09906639988590768,0.0805851758244059,0.09570548026782055,0.09214574641711608,0.11512355135352088,0.13028700895282794,0.09135136517266103,0.11058363179349781,0.06305906625935996,0.04139128309615566,0.008961978202819533,0.01226751548425637,1
46,4469,0.002837738917720909,0.0003800279054240649,0.0017120513005162024,0.0017120513005162024,0.002084881156406523,0.00047655433638449883,0.0018024928650438175,0.014608799467026617,0.042597138897431,0.0825010101232806,0.08880692550840012,0.08058913659457191,0.08564489012021659,0.07017564991115043,0.06793131283928831,0.06945847130255929,0.0944444924243501,0.09901515876818744,0.09269757474024197,0.07117449774123712,0.04313271896707546,0.02778315869858266,0.016242578935880842,0.011812893342278634,1
47,4470,0.00840013037215936,0.002310479879319886,0.0015964190834255785,0.0012519419127413928,0.002120648934711596,0.003969001558127875,0.003819305258564998,0.025603604124281757,0.04467229630389075,0.06944912275472145,0.08379472031192296,0.08864022542162152,0.08184587112801456,0.07279671481624055,0.07224861993448368,0.07611513509881492,0.09583802446560911,0.10027799011959197,0.10407322137725625,0.08624078982858416,0.05605373438496887,0.03877697128551209,0.016958864626221343,0.014659839935866325,1
48,4471,0.010386402548784262,0.0029430340131890264,0.0012405614225992061,0.0006202807112996031,0.0012405614225992061,0.006202807112996031,0.003101403556498015,0.025114770076665748,0.0364381924233676,0.04279936907967262,0.06263515437932356,0.07489559652394298,0.06837605032432897,0.0674390305264114,0.06573655793582156,0.07317992647141681,0.09178834781040492,0.09953525797068177,0.0984398686294552,0.0837115011015737,0.05147010157593071,0.040463418315846836,0.01488673707119047,0.01348780610528228,1
49,4472,0.009669747202510957,0.002892363079162633,0.0011269897513326956,0.0007180785393347999,0.003547268752034943,0.010036051735977318,0.008388996525421003,0.0278242420656988,0.038921202147783725,0.044819108173266876,0.06219024061741948,0.0726608717072519,0.06481294864970455,0.0641341881060289,0.06169976060406972,0.06931622818056789,0.08588544106929837,0.09376913063924443,0.09280315936121672,0.07895488119683915,0.04879014048658146,0.037717814955254315,0.013775602051937293,0.01257112992615768,1
50,4473,3.670319571770518e-05,0.0012320920626610913,0.00027670006693454905,0.0016885419363171909,0.023668375571326852,0.04160771499016617,0.05383898951698437,0.04772902871877308,0.045043380862613114,0.04736242596045963,0.0298358937189233,0.016154091353476095,0.009890813087403477,0.005189577091675627,0.0038258211902504327,0.003808649365314052,0.002673282387868333,0.003055526394659256,0.002906332914811832,0.0015782854005210421,0.001197394018460359,0.0016426741823429424,2.1425032280642635e-05,4.3844873144586285e-05,1
51,4474,0.0,0.0012061013830837076,0.00028946433193905704,0.0016885419363171909,0.023784319274397284,0.04177935190999794,0.05398509790680712,0.04780985882542164,0.04515643578262716,0.04761688260410655,0.02971833807916603,0.015920538256699774,0.009697055119991974,0.0049208936429794604,0.0036183041492511225,0.003570060093923643,0.0024122027661674147,0.002701667098106472,0.002508690876812046,0.0012061013830837076,0.0009648811064669662,0.0015438097703450804,0.0,0.0,0
52,4475,0.00015289214927508628,0.001289588269041399,0.0005771836396207596,0.0016885419363171909,0.023189870728706027,0.04127776532247578,0.05319977537983144,0.04787967931537335,0.045861957768052096,0.04870420967179489,0.03211752668124853,0.018221164050081704,0.011869866601931085,0.008164402634394687,0.007476593754132787,0.0056986874683798965,0.0043857190841032415,0.005319255942861017,0.004821084237248029,0.0028132536167599638,0.0017987471161597928,0.0022027352716661765,0.00037518956186756767,0.00042625990739645334,0
53,4476,0.0013480763073416995,0.001545911828617173,0.0021736429364510373,0.0013934063870466333,0.010391556559467881,0.022672530181136564,0.027422214340584523,0.030317337726879858,0.03950078179680702,0.04601670227979177,0.042146741033701036,0.03484624069976407,0.02771095348791815,0.03063662404834264,0.03291816872240027,0.023858218396018767,0.02382414305318233,0.026818395485539277,0.02629429733929304,0.018103332579959715,0.011599818114136037,0.009226718982779401,0.00473393642862924,0.004572038000708289,0
54,4477,0.0018051721668018517,0.0011486250401987566,0.002517312820910299,0.0014460502108840623,0.0028180697282281183,0.011755764774443166,0.014125244362434012,0.016783200824675975,0.038889462381678785,0.05016706827411587,0.05265243501701197,0.05137824443598234,0.041313975281637084,0.044400910411765054,0.0450531554665877,0.03755262061502954,0.040311649080407075,0.04403822472178932,0.04732683161510648,0.0314571529300957,0.023095971820523916,0.016964638776504122,0.010146841867974278,0.00787316187619061,0
55,4478,0.0013119464376019525,0.0009060390205341097,0.0013057852533075176,0.0016197778650220748,0.002971213537089629,0.012494194394244384,0.01824674938931398,0.01679650366366674,0.04648593346880221,0.08697206369970621,0.098205229042036,0.10034867801846326,0.07668413501343249,0.07602035223320261,0.06884904775231072,0.06681062874506716,0.08583349980693221,0.08542914332529336,0.06488740141082144,0.04774957203159151,0.036512010675881036,0.020388605201482352,0.011992872483760034,0.009971826348285327,0
56,4479,0.001686347056547941,0.0011770736450603802,0.0004065673738987465,0.0011654563868001423,0.00215475195409896,0.008678245841241182,0.012792827811200648,0.0150893360112285,0.04584214046574715,0.09472301514490859,0.10536605327801721,0.10952352808698884,0.08888354348624357,0.0892311273521513,0.08024875919149693,0.08058283788979259,0.10050301611164457,0.10037264990080137,0.07411089636055258,0.05232567667640576,0.03954832412464411,0.0202168158169382,0.012236014471791267,0.013756495373020367,0
57,4480,0.003377709995377797,0.0022664332261945804,0.00016625858722060997,0.0003116242807963514,0.0006232485615927029,0.002275362413780653,0.0011449383972687657,0.012970517929088172,0.04090401401978934,0.07229140963568234,0.06968335286565906,0.0758647337191261,0.07441705457809297,0.0800120624130803,0.07553127252789255,0.07581482592849849,0.08004454942254034,0.08482512656299548,0.07825317625446952,0.04633921228585978,0.034984897013424804,0.01952875667048581,0.01260017564001725,0.02089296809935583,0
58,4481,0.0019099114441263683,0.0013335322454945265,0.0003095313847636882,0.00034086253380071846,0.0006354996593498453,0.0009317890422681276,0.002514212729346819,0.00772160255576644,0.030845210514745206,0.04540581871156588,0.046839030686687065,0.058442592137624816,0.050512138643716904,0.04589953843619208,0.0411134735407451,0.043795148025904555,0.04530365758267436,0.047197195649331315,0.05862470664557002,0.037673598603966345,0.02561708345972809,0.009323974737211312,0.00617074592880841,0.004944872915324083,0
59,4482,0.00202053672545218,0.0011554743570713806,0.0008016182653435664,0.0008881398240999053,0.0008467169589603293,0.0005322257954786775,0.0037848289505443703,0.008990543413033743,0.029802870658187132,0.038676496583539485,0.0419644997849487,0.04986172397745868,0.04315447246517203,0.036492548788705205,0.03282390281463416,0.037893088638260325,0.042095914565344665,0.04429683660082817,0.06108975274614536,0.04736116837318032,0.029267246536480555,0.009136522347363103,0.005842873825287549,0.0026315088105117947,0
